HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Gene Family Tag	Gene family description	Gene family ID
14728	OR4K2	olfactory receptor family 4 subfamily K member 2	Approved			14q11.2			OR4	Olfactory receptors, family 4	151
14731	OR4K3	olfactory receptor family 4 subfamily K member 3 (gene/pseudogene)	Approved	OR4K3P		14q11.2			OR4	Olfactory receptors, family 4	151
14744	OR4K4P	olfactory receptor family 4 subfamily K member 4 pseudogene	Approved			14q11.2			OR4	Olfactory receptors, family 4	151
14745	OR4K5	olfactory receptor family 4 subfamily K member 5	Approved			14q11.22	BK004355	NM_001005483	OR4	Olfactory receptors, family 4	151
14748	OR4K6P	olfactory receptor family 4 subfamily K member 6 pseudogene	Approved			14q11.2			OR4	Olfactory receptors, family 4	151
14756	OR4K7P	olfactory receptor family 4 subfamily K member 7 pseudogene	Approved	OR4K10P		18p11.21	AC013659		OR4	Olfactory receptors, family 4	151
14787	OR4K8P	olfactory receptor family 4 subfamily K member 8 pseudogene	Approved	OR4K9P		18p11.21	AC015480		OR4	Olfactory receptors, family 4	151
15356	OR4L1	olfactory receptor family 4 subfamily L member 1	Approved	OR4L2P		14q11.2			OR4	Olfactory receptors, family 4	151
14735	OR4M1	olfactory receptor family 4 subfamily M member 1	Approved			14q11.2			OR4	Olfactory receptors, family 4	151
15373	OR4M2	olfactory receptor family 4 subfamily M member 2	Approved			15q11.2	AC060768		OR4	Olfactory receptors, family 4	151
14740	OR4N1P	olfactory receptor family 4 subfamily N member 1 pseudogene	Approved			14q11.2			OR4	Olfactory receptors, family 4	151
14742	OR4N2	olfactory receptor family 4 subfamily N member 2	Approved			14q11.2			OR4	Olfactory receptors, family 4	151
15374	OR4N3P	olfactory receptor family 4 subfamily N member 3 pseudogene	Approved			15q11.2	AI809240		OR4	Olfactory receptors, family 4	151
15375	OR4N4	olfactory receptor family 4 subfamily N member 4	Approved			15q11.2	AI018459		OR4	Olfactory receptors, family 4	151
15358	OR4N5	olfactory receptor family 4 subfamily N member 5	Approved			14q11.2			OR4	Olfactory receptors, family 4	151
14754	OR4P1P	olfactory receptor family 4 subfamily P member 1 pseudogene	Approved			11q11			OR4	Olfactory receptors, family 4	151
15180	OR4P4	olfactory receptor family 4 subfamily P member 4	Approved	OR4P3P		11q11	AB065775	NM_001004124	OR4	Olfactory receptors, family 4	151
15376	OR4Q1P	olfactory receptor family 4 subfamily Q member 1 pseudogene	Approved			15q11.2			OR4	Olfactory receptors, family 4	151
15359	OR4Q2	olfactory receptor family 4 subfamily Q member 2 (gene/pseudogene)	Approved	OR4Q2P		14q11.2			OR4	Olfactory receptors, family 4	151
15426	OR4Q3	olfactory receptor family 4 subfamily Q member 3	Approved	OR4Q4	C14orf13	14p13	AF179768		OR4	Olfactory receptors, family 4	151
14798	OR4R1P	olfactory receptor family 4 subfamily R member 1 pseudogene	Approved			11p11.2			OR4	Olfactory receptors, family 4	151
15181	OR4R2P	olfactory receptor family 4 subfamily R member 2 pseudogene	Approved			11q11			OR4	Olfactory receptors, family 4	151
15182	OR4R3P	olfactory receptor family 4 subfamily R member 3 pseudogene	Approved			11p11.12			OR4	Olfactory receptors, family 4	151
14705	OR4S1	olfactory receptor family 4 subfamily S member 1	Approved			11p11.2	AB065908	NM_001004725	OR4	Olfactory receptors, family 4	151
15183	OR4S2	olfactory receptor family 4 subfamily S member 2	Approved	OR4S2P	OST725	11q11	BK004390	NM_001004059	OR4	Olfactory receptors, family 4	151
15360	OR4T1P	olfactory receptor family 4 subfamily T member 1 pseudogene	Approved			14q11.2			OR4	Olfactory receptors, family 4	151
15361	OR4U1P	olfactory receptor family 4 subfamily U member 1 pseudogene	Approved			14q11.2			OR4	Olfactory receptors, family 4	151
14736	OR4V1P	olfactory receptor family 4 subfamily V member 1 pseudogene	Approved			11q11			OR4	Olfactory receptors, family 4	151
15405	OR4W1P	olfactory receptor family 4 subfamily W member 1 pseudogene	Approved			Xq25	Z69908		OR4	Olfactory receptors, family 4	151
14854	OR4X1	olfactory receptor family 4 subfamily X member 1 (gene/pseudogene)	Approved			11p11.2	AB065544	NM_001004726	OR4	Olfactory receptors, family 4	151
15184	OR4X2	olfactory receptor family 4 subfamily X member 2 (gene/pseudogene)	Approved			11p11.2	AB065847	NM_001004727	OR4	Olfactory receptors, family 4	151
31277	OR4X7P	olfactory receptor family 4 subfamily X member 7 pseudogene	Approved			11q11			OR4	Olfactory receptors, family 4	151
8319	OR5A1	olfactory receptor family 5 subfamily A member 1	Approved	OR5A1P	OST181	11q12.1	AB065804	NM_001004728	OR5	Olfactory receptors, family 5	152
15249	OR5A2	olfactory receptor family 5 subfamily A member 2	Approved			11q12.1	AB065805	NM_001001954	OR5	Olfactory receptors, family 5	152
15047	OR5AC1	olfactory receptor family 5 subfamily AC member 1 (gene/pseudogene)	Approved	OR5AC1P		3q11.2			OR5	Olfactory receptors, family 5	152
15431	OR5AC2	olfactory receptor family 5 subfamily AC member 2	Approved		HSA1	3q11.2	AF179759		OR5	Olfactory receptors, family 5	152
31284	OR5AC4P	olfactory receptor family 5 subfamily AC member 4 pseudogene	Approved			3q11.2			OR5	Olfactory receptors, family 5	152
14714	OR5AH1P	olfactory receptor family 5 subfamily AH member 1 pseudogene	Approved			19q13.43	AC006115		OR5	Olfactory receptors, family 5	152
15250	OR5AK1P	olfactory receptor family 5 subfamily AK member 1 pseudogene	Approved	OR5AK5P		11q12.1			OR5	Olfactory receptors, family 5	152
15251	OR5AK2	olfactory receptor family 5 subfamily AK member 2	Approved			11q12.1	AB065496	NM_001005323	OR5	Olfactory receptors, family 5	152
15252	OR5AK3P	olfactory receptor family 5 subfamily AK member 3 pseudogene	Approved	OR5AK3		11q12.1			OR5	Olfactory receptors, family 5	152
15253	OR5AK4P	olfactory receptor family 5 subfamily AK member 4 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
14844	OR5AL1	olfactory receptor family 5 subfamily AL member 1 (gene/pseudogene)	Approved	OR5AL1P		11q12.1			OR5	Olfactory receptors, family 5	152
14850	OR5AL2P	olfactory receptor family 5 subfamily AL member 2 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
15254	OR5AM1P	olfactory receptor family 5 subfamily AM member 1 pseudogene	Approved			11q12.1		NG_004211	OR5	Olfactory receptors, family 5	152
15255	OR5AN1	olfactory receptor family 5 subfamily AN member 1	Approved			11q12.1	AB065806	NM_001004729	OR5	Olfactory receptors, family 5	152
15256	OR5AN2P	olfactory receptor family 5 subfamily AN member 2 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
31285	OR5AO1P	olfactory receptor family 5 subfamily AO member 1 pseudogene	Approved			11q			OR5	Olfactory receptors, family 5	152
15257	OR5AP1P	olfactory receptor family 5 subfamily AP member 1 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
15258	OR5AP2	olfactory receptor family 5 subfamily AP member 2	Approved			11q12.1	AB065854	NM_001002925	OR5	Olfactory receptors, family 5	152
15259	OR5AQ1P	olfactory receptor family 5 subfamily AQ member 1 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
15260	OR5AR1	olfactory receptor family 5 subfamily AR member 1 (gene/pseudogene)	Approved			11q12.1	AB065740	NM_001004730	OR5	Olfactory receptors, family 5	152
15261	OR5AS1	olfactory receptor family 5 subfamily AS member 1	Approved			11q12.1	AB065543	NM_001001921	OR5	Olfactory receptors, family 5	152
15362	OR5AU1	olfactory receptor family 5 subfamily AU member 1	Approved			14q11.2	AL157687		OR5	Olfactory receptors, family 5	152
15406	OR5AW1P	olfactory receptor family 5 subfamily AW member 1 pseudogene	Approved			Xq26.2			OR5	Olfactory receptors, family 5	152
15262	OR5AZ1P	olfactory receptor family 5 subfamily AZ member 1 pseudogene	Approved			11q12.1	AP000743		OR5	Olfactory receptors, family 5	152
8320	OR5B10P	olfactory receptor family 5 subfamily B member 10 pseudogene	Approved	OR5B11P, OR5B4P, OR5B10, OR5B11, OR5B18P	OR13-67, OR13-34, OR13-64	11q12.1	U86223		OR5	Olfactory receptors, family 5	152
15432	OR5B12	olfactory receptor family 5 subfamily B member 12	Approved	OR5B12P, OR5B16	OST743	11q12.1	AB065851	NM_001004733	OR5	Olfactory receptors, family 5	152
15265	OR5B15P	olfactory receptor family 5 subfamily B member 15 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
15267	OR5B17	olfactory receptor family 5 subfamily B member 17	Approved	OR5B20P		11q12.1	AB065849	NM_001005489	OR5	Olfactory receptors, family 5	152
15269	OR5B19P	olfactory receptor family 5 subfamily B member 19 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
8322	OR5B1P	olfactory receptor family 5 subfamily B member 1 pseudogene	Approved	OR5B9P, OR5B9, OR5B5P, OR5B14P, OR5B7P, OR5B7, OR5B8, OR5B8P, OR5B5, OR5B6, OR5B6P	OR8-122, OR8-123, OR6-57, OR6-55, OR3-144, OR912-92	11q12.1	U86283		OR5	Olfactory receptors, family 5	152
8323	OR5B2	olfactory receptor family 5 subfamily B member 2	Approved		OST073	11q12.1	AB065852	NM_001005566	OR5	Olfactory receptors, family 5	152
19616	OR5B21	olfactory receptor family 5 subfamily B member 21	Approved			11q12.1		NM_001005218	OR5	Olfactory receptors, family 5	152
8324	OR5B3	olfactory receptor family 5 subfamily B member 3	Approved	OR5B13	OST129	11q12.1	AB065545	NM_001005469	OR5	Olfactory receptors, family 5	152
15270	OR5BA1P	olfactory receptor family 5 subfamily BA member 1 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
15271	OR5BB1P	olfactory receptor family 5 subfamily BB member 1 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
15272	OR5BC1P	olfactory receptor family 5 subfamily BC member 1 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
14843	OR5BD1P	olfactory receptor family 5 subfamily BD member 1 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
15273	OR5BE1P	olfactory receptor family 5 subfamily BE member 1 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
15407	OR5BH1P	olfactory receptor family 5 subfamily BH member 1 pseudogene	Approved	OR5BH2P		Xq26.2			OR5	Olfactory receptors, family 5	152
15434	OR5BJ1P	olfactory receptor family 5 subfamily BJ member 1 pseudogene	Approved		OST740	12q13.11		NG_004156	OR5	Olfactory receptors, family 5	152
14817	OR5BK1P	olfactory receptor family 5 subfamily BK member 1 pseudogene	Approved			12q13.11			OR5	Olfactory receptors, family 5	152
15275	OR5BL1P	olfactory receptor family 5 subfamily BL member 1 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
14835	OR5BM1P	olfactory receptor family 5 subfamily BM member 1 pseudogene	Approved			3q11.2	AC026100		OR5	Olfactory receptors, family 5	152
15276	OR5BN1P	olfactory receptor family 5 subfamily BN member 1 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
29194	OR5BN2P	olfactory receptor family 5 subfamily BN member 2 pseudogene	Approved			11q12			OR5	Olfactory receptors, family 5	152
15277	OR5BP1P	olfactory receptor family 5 subfamily BP member 1 pseudogene	Approved			11q12.1	AP001074		OR5	Olfactory receptors, family 5	152
15278	OR5BQ1P	olfactory receptor family 5 subfamily BQ member 1 pseudogene	Approved	OR5BQ2P		11q12.1			OR5	Olfactory receptors, family 5	152
15279	OR5BR1P	olfactory receptor family 5 subfamily BR member 1 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
19627	OR5BS1P	olfactory receptor family 5 subfamily BS member 1 pseudogene	Approved	OR5BS1		12q13.2		NG_004343	OR5	Olfactory receptors, family 5	152
19629	OR5BT1P	olfactory receptor family 5 subfamily BT member 1 pseudogene	Approved			12q13.2		NG_004300	OR5	Olfactory receptors, family 5	152
8331	OR5C1	olfactory receptor family 5 subfamily C member 1	Approved	OR5C2P	OR9-F, hRPK-465_F_21	9q33.2	AF399514		OR5	Olfactory receptors, family 5	152
15280	OR5D13	olfactory receptor family 5 subfamily D member 13 (gene/pseudogene)	Approved			11q11	BK004394	NM_001001967	OR5	Olfactory receptors, family 5	152
15281	OR5D14	olfactory receptor family 5 subfamily D member 14	Approved			11q11	AB065779	NM_001004735	OR5	Olfactory receptors, family 5	152
15282	OR5D15P	olfactory receptor family 5 subfamily D member 15 pseudogene	Approved			11q11			OR5	Olfactory receptors, family 5	152
15283	OR5D16	olfactory receptor family 5 subfamily D member 16	Approved			11q12.1	AB065783	NM_001005496	OR5	Olfactory receptors, family 5	152
15284	OR5D17P	olfactory receptor family 5 subfamily D member 17 pseudogene	Approved			11q11			OR5	Olfactory receptors, family 5	152
15285	OR5D18	olfactory receptor family 5 subfamily D member 18	Approved			11q12.1	AB065781	NM_001001952	OR5	Olfactory receptors, family 5	152
8335	OR5D2P	olfactory receptor family 5 subfamily D member 2 pseudogene	Approved	OR5D6P, OR5D10P, OR5D1P, OR5D5P, OR5D12P, OR5D8P, OR5D7P, OR5D9P, OR5D12, OR5D11P, OR5D11	OR11-7a, OR912-91, OR8-127, OR912-47, OR18-44, R5D9P, OR18-17, OR18-42, OR18-43, OR912-94, OR8-125	11q11	AF065858		OR5	Olfactory receptors, family 5	152
8336	OR5D3P	olfactory receptor family 5 subfamily D member 3 pseudogene	Approved	OR5D3, OR5D4	OR11-8b, OR11-8c	11q12	AF065861		OR5	Olfactory receptors, family 5	152
8342	OR5E1P	olfactory receptor family 5 subfamily E member 1 pseudogene	Approved	OR5E1	TPCR24, HSTPCR24	11p15.4	X89671		OR5	Olfactory receptors, family 5	152
8343	OR5F1	olfactory receptor family 5 subfamily F member 1	Approved		OR11-10	11q12.1	AF065863	NM_003697	OR5	Olfactory receptors, family 5	152
15286	OR5F2P	olfactory receptor family 5 subfamily F member 2 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
8344	OR5G1P	olfactory receptor family 5 subfamily G member 1 pseudogene	Approved	OR5G2P	OR11-104, OR93	11q12.1	AF065871		OR5	Olfactory receptors, family 5	152
15287	OR5G3	olfactory receptor family 5 subfamily G member 3 (gene/pseudogene)	Approved	OR5G6P, OR5G3P		11q12.1			OR5	Olfactory receptors, family 5	152
15288	OR5G4P	olfactory receptor family 5 subfamily G member 4 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
15289	OR5G5P	olfactory receptor family 5 subfamily G member 5 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
8346	OR5H1	olfactory receptor family 5 subfamily H member 1	Approved		HTPCRX14, HSHTPCRX14	3q11.2	X64988	NM_001005338	OR5	Olfactory receptors, family 5	152
31286	OR5H14	olfactory receptor family 5 subfamily H member 14	Approved			3q11.2			OR5	Olfactory receptors, family 5	152
31287	OR5H15	olfactory receptor family 5 subfamily H member 15	Approved			3q11.2			OR5	Olfactory receptors, family 5	152
14752	OR5H2	olfactory receptor family 5 subfamily H member 2	Approved			3q11.2			OR5	Olfactory receptors, family 5	152
14753	OR5H3P	olfactory receptor family 5 subfamily H member 3 pseudogene	Approved			3q11.2			OR5	Olfactory receptors, family 5	152
14763	OR5H4P	olfactory receptor family 5 subfamily H member 4 pseudogene	Approved			3q11.2			OR5	Olfactory receptors, family 5	152
14765	OR5H5P	olfactory receptor family 5 subfamily H member 5 pseudogene	Approved			3q11.2			OR5	Olfactory receptors, family 5	152
14767	OR5H6	olfactory receptor family 5 subfamily H member 6 (gene/pseudogene)	Approved			3q11.2	BK004374		OR5	Olfactory receptors, family 5	152
14771	OR5H7P	olfactory receptor family 5 subfamily H member 7 pseudogene	Approved			3q11.2			OR5	Olfactory receptors, family 5	152
14773	OR5H8	olfactory receptor family 5 subfamily H member 8 (gene/pseudogene)	Approved	OR5H8P		3q11.2			OR5	Olfactory receptors, family 5	152
8347	OR5I1	olfactory receptor family 5 subfamily I member 1	Approved		HSOlf1, OLF1	11q12.1	BC069093	NM_006637	OR5	Olfactory receptors, family 5	152
8348	OR5J1P	olfactory receptor family 5 subfamily J member 1 pseudogene	Approved	OR5J1	HTPCRH02	11q12.1	X64974		OR5	Olfactory receptors, family 5	152
19612	OR5J2	olfactory receptor family 5 subfamily J member 2	Approved			11q12.1	AB065595	NM_001005492	OR5	Olfactory receptors, family 5	152
31289	OR5J7P	olfactory receptor family 5 subfamily J member 7 pseudogene	Approved			11q			OR5	Olfactory receptors, family 5	152
8349	OR5K1	olfactory receptor family 5 subfamily K member 1	Approved		HTPCRX10, HSHTPCRX10	3q11.2	X64984		OR5	Olfactory receptors, family 5	152
14774	OR5K2	olfactory receptor family 5 subfamily K member 2	Approved			3q11.2	AC021660		OR5	Olfactory receptors, family 5	152
31290	OR5K3	olfactory receptor family 5 subfamily K member 3	Approved			3q11.2			OR5	Olfactory receptors, family 5	152
31291	OR5K4	olfactory receptor family 5 subfamily K member 4	Approved			3q11.2			OR5	Olfactory receptors, family 5	152
8350	OR5L1	olfactory receptor family 5 subfamily L member 1 (gene/pseudogene)	Approved		OST262	11q12.1	AB065780	NM_001004738	OR5	Olfactory receptors, family 5	152
8351	OR5L2	olfactory receptor family 5 subfamily L member 2	Approved		HTPCRX16, HSHTPCRX16	11q12.1	AB065782	NM_001004739	OR5	Olfactory receptors, family 5	152
8352	OR5M1	olfactory receptor family 5 subfamily M member 1	Approved		OST050	11q11	AB065742	NM_001004740	OR5	Olfactory receptors, family 5	152
15290	OR5M10	olfactory receptor family 5 subfamily M member 10	Approved			11q11	BK004515	NM_001004741	OR5	Olfactory receptors, family 5	152
15291	OR5M11	olfactory receptor family 5 subfamily M member 11	Approved		OR11-199	11q11	AP002517	NM_001005245	OR5	Olfactory receptors, family 5	152
15292	OR5M12P	olfactory receptor family 5 subfamily M member 12 pseudogene	Approved			11q12.1		NG_004190	OR5	Olfactory receptors, family 5	152
15293	OR5M13P	olfactory receptor family 5 subfamily M member 13 pseudogene	Approved			11q12.1	AF179769		OR5	Olfactory receptors, family 5	152
15057	OR5M14P	olfactory receptor family 5 subfamily M member 14 pseudogene	Approved	OR5M15P		4p13	AC013359		OR5	Olfactory receptors, family 5	152
14803	OR5M2P	olfactory receptor family 5 subfamily M member 2 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
14806	OR5M3	olfactory receptor family 5 subfamily M member 3	Approved			11q12.1	AB065746	NM_001004742	OR5	Olfactory receptors, family 5	152
14808	OR5M4P	olfactory receptor family 5 subfamily M member 4 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
14810	OR5M5P	olfactory receptor family 5 subfamily M member 5 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
14814	OR5M6P	olfactory receptor family 5 subfamily M member 6 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
14818	OR5M7P	olfactory receptor family 5 subfamily M member 7 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
14846	OR5M8	olfactory receptor family 5 subfamily M member 8	Approved			11q12.1	AB065744	NM_001005282	OR5	Olfactory receptors, family 5	152
15294	OR5M9	olfactory receptor family 5 subfamily M member 9	Approved			11q12.1	AB065747	NM_001004743	OR5	Olfactory receptors, family 5	152
14779	OR5P1P	olfactory receptor family 5 subfamily P member 1 pseudogene	Approved			11p15.4			OR5	Olfactory receptors, family 5	152
14783	OR5P2	olfactory receptor family 5 subfamily P member 2	Approved		JCG3	11p15.4	AF173006	NM_153444	OR5	Olfactory receptors, family 5	152
14784	OR5P3	olfactory receptor family 5 subfamily P member 3	Approved		JCG1	11p15.4	AF158377	NM_153445	OR5	Olfactory receptors, family 5	152
15295	OR5P4P	olfactory receptor family 5 subfamily P member 4 pseudogene	Approved		OST730	11p15.4			OR5	Olfactory receptors, family 5	152
14841	OR5R1	olfactory receptor family 5 subfamily R member 1 (gene/pseudogene)	Approved	OR5R1P		11q12.1	AB065504	NM_001004744	OR5	Olfactory receptors, family 5	152
15040	OR5S1P	olfactory receptor family 5 subfamily S member 1 pseudogene	Approved			2q37.3			OR5	Olfactory receptors, family 5	152
14821	OR5T1	olfactory receptor family 5 subfamily T member 1	Approved	OR5T1P		11q12.1	AB065962	NM_001004745	OR5	Olfactory receptors, family 5	152
15296	OR5T2	olfactory receptor family 5 subfamily T member 2	Approved			11q12.1	AB065838	NM_001004746	OR5	Olfactory receptors, family 5	152
15297	OR5T3	olfactory receptor family 5 subfamily T member 3	Approved		OR5T3Q	11q12.1	AB065837	NM_001004747	OR5	Olfactory receptors, family 5	152
13972	OR5V1	olfactory receptor family 5 subfamily V member 1	Approved		hs6M1-21	6p22.1			OR5	Olfactory receptors, family 5	152
15298	OR5W1P	olfactory receptor family 5 subfamily W member 1 pseudogene	Approved			11q12.1			OR5	Olfactory receptors, family 5	152
15299	OR5W2	olfactory receptor family 5 subfamily W member 2	Approved	OR5W2P, OR5W3P		11q12.1	BK004398	NM_001001960	OR5	Olfactory receptors, family 5	152
15185	OR51A10P	olfactory receptor family 51 subfamily A member 10 pseudogene	Approved	OR51A11P, OR51A13		11p15.4			OR51	Olfactory receptors, family 51	164
8316	OR51A1P	olfactory receptor family 51 subfamily A member 1 pseudogene	Approved			11p15.4		NG_002199	OR51	Olfactory receptors, family 51	164
14764	OR51A2	olfactory receptor family 51 subfamily A member 2	Approved			11p15.4	AB065797	NM_001004748	OR51	Olfactory receptors, family 51	164
14794	OR51A3P	olfactory receptor family 51 subfamily A member 3 pseudogene	Approved			11p15.4			OR51	Olfactory receptors, family 51	164
14795	OR51A4	olfactory receptor family 51 subfamily A member 4	Approved			11p15.4	AB065798	NM_001005329	OR51	Olfactory receptors, family 51	164
14801	OR51A5P	olfactory receptor family 51 subfamily A member 5 pseudogene	Approved			11p15.4			OR51	Olfactory receptors, family 51	164
15187	OR51A6P	olfactory receptor family 51 subfamily A member 6 pseudogene	Approved			11p15.4			OR51	Olfactory receptors, family 51	164
15188	OR51A7	olfactory receptor family 51 subfamily A member 7	Approved			11p15.4	AB065525	NM_001004749	OR51	Olfactory receptors, family 51	164
15189	OR51A8P	olfactory receptor family 51 subfamily A member 8 pseudogene	Approved			11p15.4			OR51	Olfactory receptors, family 51	164
15190	OR51A9P	olfactory receptor family 51 subfamily A member 9 pseudogene	Approved			11p15.4			OR51	Olfactory receptors, family 51	164
31278	OR51AB1P	olfactory receptor family 51 subfamily AB member 1 pseudogene	Approved			11p15.4			OR51	Olfactory receptors, family 51	164
14703	OR51B2	olfactory receptor family 51 subfamily B member 2 (gene/pseudogene)	Approved	OR51B1P		11p15.4	AF399503	NM_033180	OR51	Olfactory receptors, family 51	164
14706	OR51B3P	olfactory receptor family 51 subfamily B member 3 pseudogene	Approved			11p15.4			OR51	Olfactory receptors, family 51	164
14708	OR51B4	olfactory receptor family 51 subfamily B member 4	Approved			11p15.4	BC069094	NM_033179	OR51	Olfactory receptors, family 51	164
19599	OR51B5	olfactory receptor family 51 subfamily B member 5	Approved			11p15.4	BK004430	NM_001005567	OR51	Olfactory receptors, family 51	164
19600	OR51B6	olfactory receptor family 51 subfamily B member 6	Approved			11p15.4		NM_001004750	OR51	Olfactory receptors, family 51	164
31279	OR51B8P	olfactory receptor family 51 subfamily B member 8 pseudogene	Approved			11p15.4			OR51	Olfactory receptors, family 51	164
15191	OR51C1P	olfactory receptor family 51 subfamily C member 1 pseudogene	Approved	OR51C3P, OR51C2P	OST734	11p15.4			OR51	Olfactory receptors, family 51	164
31280	OR51C4P	olfactory receptor family 51 subfamily C member 4 pseudogene	Approved			11p15.4			OR51	Olfactory receptors, family 51	164
15193	OR51D1	olfactory receptor family 51 subfamily D member 1	Approved		OR51D1Q	11p15.4	AB065855	NM_001004751	OR51	Olfactory receptors, family 51	164
15194	OR51E1	olfactory receptor family 51 subfamily E member 1	Approved	OR51E1P, OR52A3P, GPR164	GPR136	11p15.4	AY775731	NM_152430	OR51	Olfactory receptors, family 51	164
15195	OR51E2	olfactory receptor family 51 subfamily E member 2	Approved		PSGR	11p15.4	AY033942	NM_030774	OR51	Olfactory receptors, family 51	164
15196	OR51F1	olfactory receptor family 51 subfamily F member 1 (gene/pseudogene)	Approved	OR51F1P		11p15.4	BK004771	NM_001004752	OR51	Olfactory receptors, family 51	164
15197	OR51F2	olfactory receptor family 51 subfamily F member 2	Approved			11p15.4	BK004281	NM_001004753	OR51	Olfactory receptors, family 51	164
31281	OR51F3P	olfactory receptor family 51 subfamily F member 3 pseudogene	Approved			11p15.4			OR51	Olfactory receptors, family 51	164
31282	OR51F4P	olfactory receptor family 51 subfamily F member 4 pseudogene	Approved			11p15.4			OR51	Olfactory receptors, family 51	164
31283	OR51F5P	olfactory receptor family 51 subfamily F member 5 pseudogene	Approved			11p15.4			OR51	Olfactory receptors, family 51	164
14738	OR51G1	olfactory receptor family 51 subfamily G member 1 (gene/pseudogene)	Approved	OR51G3P		11p15.4	AB065793	NM_001005237	OR51	Olfactory receptors, family 51	164
15198	OR51G2	olfactory receptor family 51 subfamily G member 2	Approved			11p15.4	AB065794	NM_001005238	OR51	Olfactory receptors, family 51	164
14833	OR51H1	olfactory receptor family 51 subfamily H member 1	Approved	OR51H1P		11p15.4			OR51	Olfactory receptors, family 51	164
15199	OR51H2P	olfactory receptor family 51 subfamily H member 2 pseudogene	Approved			11p15.4			OR51	Olfactory receptors, family 51	164
15200	OR51I1	olfactory receptor family 51 subfamily I member 1	Approved			11p15.4	BK004429	NM_001005288	OR51	Olfactory receptors, family 51	164
15201	OR51I2	olfactory receptor family 51 subfamily I member 2	Approved			11p15.4	BK004381	NM_001004754	OR51	Olfactory receptors, family 51	164
14856	OR51J1	olfactory receptor family 51 subfamily J member 1 (gene/pseudogene)	Approved	OR51J2, OR51J1P		11p15.4		NG_002252	OR51	Olfactory receptors, family 51	164
15202	OR51K1P	olfactory receptor family 51 subfamily K member 1 pseudogene	Approved			11p15.4			OR51	Olfactory receptors, family 51	164
14759	OR51L1	olfactory receptor family 51 subfamily L member 1	Approved			11p15.4	AB065799	NM_001004755	OR51	Olfactory receptors, family 51	164
14847	OR51M1	olfactory receptor family 51 subfamily M member 1	Approved			11p15.4	BK004382	NM_001004756	OR51	Olfactory receptors, family 51	164
14757	OR51N1P	olfactory receptor family 51 subfamily N member 1 pseudogene	Approved			11p15.4			OR51	Olfactory receptors, family 51	164
14762	OR51P1P	olfactory receptor family 51 subfamily P member 1 pseudogene	Approved	OR51P2P		11p15.4			OR51	Olfactory receptors, family 51	164
14851	OR51Q1	olfactory receptor family 51 subfamily Q member 1 (gene/pseudogene)	Approved			11p15.4	AB065531	NM_001004757	OR51	Olfactory receptors, family 51	164
15203	OR51R1P	olfactory receptor family 51 subfamily R member 1 pseudogene	Approved			11p15.4			OR51	Olfactory receptors, family 51	164
15204	OR51S1	olfactory receptor family 51 subfamily S member 1	Approved			11p15.4	AB065796	NM_001004758	OR51	Olfactory receptors, family 51	164
15205	OR51T1	olfactory receptor family 51 subfamily T member 1	Approved			11p15.4	BK004283	NM_001004759	OR51	Olfactory receptors, family 51	164
19597	OR51V1	olfactory receptor family 51 subfamily V member 1	Approved	OR51A12		11p15.4	BK004432	NM_001004760	OR51	Olfactory receptors, family 51	164
8318	OR52A1	olfactory receptor family 52 subfamily A member 1	Approved		HPFH1OR	11p15.4	AF154673	NM_012375	OR52	Olfactory receptors, family 52	165
19579	OR52A4P	olfactory receptor family 52 subfamily A member 4 pseudogene	Approved	OR52A4		11p15.4		NG_029079	OR52	Olfactory receptors, family 52	165
19580	OR52A5	olfactory receptor family 52 subfamily A member 5	Approved			11p15.4	BK004433	NM_001005160	OR52	Olfactory receptors, family 52	165
15206	OR52B1P	olfactory receptor family 52 subfamily B member 1 pseudogene	Approved			11p15.4			OR52	Olfactory receptors, family 52	165
